,ind,occ,union,public_sector,multiple_jobs,salary,ptm,gender,self
357,public administration,"occupations in social science, government service and religion",1,1,0,99426.02040816328,0,1,0
358,other services,transport and equipment operators,0,0,0,89483.41836734694,0,0,0
359,public administration,,1,1,0,59655.61224489796,0,1,0
360,construction,transport and equipment operators,0,0,0,23862.244897959183,0,0,0
361,health care and social assistance,"occupations in social science, government service and religion",0,0,1,11599.702380952382,1,1,0
362,trade,middle management,0,0,0,51701.5306122449,0,0,0
363,manufacturing,natural and applied sciences,1,0,0,159081.63265306124,0,0,0
364,trade,other trades,0,0,0,21210.884353741498,0,0,0
365,manufacturing,machine operators and assemblers in manufacturing,0,0,0,86169.21768707484,0,0,0
366,trade,,1,0,0,13919.64285714286,0,0,0
367,manufacturing,clerical and supervisor occupations,1,0,0,42421.768707483,0,0,0
368,trade,,0,0,0,41096.08843537415,0,1,0
369,trade,clerical and supervisor occupations,0,0,0,86169.21768707484,0,0,0
370,trade,"retail salespersons, sales clerks, cashiers",0,0,0,22536.56462585034,1,1,0
371,health care and social assistance,middle management,0,0,0,42421.768707483,0,1,0
372,manufacturing,contractors and supervisors in trades and transportation,0,0,0,125939.62585034016,0,0,0
373,educational services,middle management,0,1,0,79540.81632653062,0,0,0
374,health care and social assistance,"occupations in social science, government service and religion",1,0,0,72912.4149659864,0,0,0
375,transportation and warehousing,clerical and supervisor occupations,0,0,0,59655.61224489796,0,1,0
376,manufacturing,"trades helpers, construction, and transportation labourers",1,0,0,72912.4149659864,0,0,0
377,"professional, scientific and technical services",professional in health,0,0,0,96111.81972789115,0,1,0
378,other services,other trades,0,0,0,67609.69387755102,0,0,0
379,trade,middle management,0,0,0,119311.22448979592,0,1,0
380,manufacturing,natural and applied sciences,0,0,0,119311.22448979592,0,0,0
381,public administration,clerical and supervisor occupations,1,1,0,69598.21428571429,0,1,0
382,public administration,"occupations in art, culture, recreation and sport",0,1,0,125939.62585034016,0,0,0
383,educational services,teachers and professors,1,1,0,218737.2448979592,0,0,0
384,"professional, scientific and technical services",clerical and supervisor occupations,0,0,0,45073.12925170068,0,1,0
385,educational services,"occupations in social science, government service and religion",0,1,1,72912.4149659864,0,0,1
386,transportation and warehousing,"occupations in social science, government service and religion",1,1,0,76226.6156462585,0,0,0
387,"information, culture and recreation",clerical and supervisor occupations,0,0,0,63632.65306122449,0,0,0
388,"finance, insurance, real estate and leasing","occupations in social science, government service and religion",0,0,0,69598.21428571429,0,0,0
389,accommodation and food services,,0,0,0,30490.6462585034,0,1,0
390,"professional, scientific and technical services",natural and applied sciences,0,0,0,125939.62585034016,0,0,0
391,transportation and warehousing,"trades helpers, construction, and transportation labourers",1,1,0,72912.4149659864,0,0,0
392,accommodation and food services,,0,1,0,50375.85034013606,0,1,0
393,manufacturing,machine operators and assemblers in manufacturing,1,0,0,129253.82653061223,0,0,0
394,trade,"financial, secretarial and administrative",0,0,0,178966.83673469388,0,0,0
395,"business, building and other support services",clerical and supervisor occupations,0,0,0,17896.68367346939,0,1,0
396,manufacturing,natural and applied sciences,0,0,0,132568.02721088435,0,0,0
397,educational services,teachers and professors,1,1,0,102740.22108843538,0,0,0
398,public administration,contractors and supervisors in trades and transportation,1,1,0,92797.61904761904,0,0,0
399,trade,,1,0,0,37119.04761904762,0,1,0
400,construction,other trades,0,0,0,63632.65306122449,0,0,0
401,public administration,occupation in protective services,1,1,1,145824.8299319728,0,0,0
402,health care and social assistance,professional in health,0,0,0,99426.02040816328,0,1,0
403,educational services,childcare and home support workers,1,1,0,45073.12925170068,0,1,0
404,public administration,middle management,1,1,1,122625.42517006805,0,0,1
405,educational services,occupation in protective services,0,1,0,135882.22789115648,0,0,0
406,transportation and warehousing,contractors and supervisors in trades and transportation,0,0,0,79540.81632653062,0,0,0
407,trade,,0,0,0,37119.04761904762,0,1,0
408,trade,clerical and supervisor occupations,0,0,0,47724.48979591837,0,1,0
409,trade,transport and equipment operators,0,0,0,26513.60544217687,0,1,0
410,manufacturing,other trades,1,0,0,67609.69387755102,0,0,0
411,manufacturing,clerical and supervisor occupations,0,0,0,49050.17006802721,0,1,0
412,construction,other trades,0,0,0,45073.12925170068,0,0,0
413,trade,"retail salespersons, sales clerks, cashiers",0,0,0,30490.6462585034,0,1,0
414,health care and social assistance,"technical, assisting and related in health",1,0,0,62306.97278911565,0,1,0
415,"business, building and other support services",middle management,0,0,0,125939.62585034016,0,0,0
416,health care and social assistance,professional in health,1,1,0,119311.22448979592,0,1,0
417,manufacturing,other trades,1,0,0,132568.02721088435,0,0,0
418,health care and social assistance,"technical, assisting and related in health",0,0,0,39770.40816326531,0,1,0
419,health care and social assistance,professional in health,1,0,0,38444.727891156464,0,1,0
420,"information, culture and recreation","occupations in social science, government service and religion",0,0,0,51701.5306122449,0,1,0
421,trade,middle management,0,0,0,42421.768707483,0,0,0
422,public administration,clerical and supervisor occupations,1,1,0,69598.21428571429,0,1,0
423,construction,contractors and supervisors in trades and transportation,1,0,0,172338.43537414967,0,0,0
424,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,57004.251700680274,0,0,0
425,transportation and warehousing,contractors and supervisors in trades and transportation,0,0,0,89483.41836734694,0,0,0
426,educational services,teachers and professors,1,1,0,106054.42176870749,0,1,0
427,public administration,"occupations in social science, government service and religion",1,1,1,82855.01700680272,0,1,0
428,"business, building and other support services",occupations unique to primary industry,0,0,0,35793.36734693878,0,0,0
429,public administration,occupation in protective services,0,1,0,72912.4149659864,0,0,0
430,educational services,natural and applied sciences,1,1,0,109368.6224489796,0,0,0
431,other services,"financial, secretarial and administrative",0,0,0,50375.85034013606,0,1,0
432,manufacturing,other trades,0,0,0,82855.01700680272,0,0,0
433,trade,other trades,0,0,0,42421.768707483,0,0,0
434,trade,middle management,0,0,0,82855.01700680272,0,1,0
435,accommodation and food services,transport and equipment operators,0,0,0,33142.00680272109,1,0,0
436,manufacturing,other trades,0,0,0,63632.65306122449,0,0,0
437,"business, building and other support services",occupation in protective services,1,0,0,37119.04761904762,0,0,0
438,manufacturing,"trades helpers, construction, and transportation labourers",0,0,0,17896.68367346939,1,0,0
439,trade,"trades helpers, construction, and transportation labourers",0,0,0,25187.92517006803,0,1,0
440,trade,"occupations in art, culture, recreation and sport",0,0,0,66284.01360544217,0,1,0
441,educational services,natural and applied sciences,0,1,0,86169.21768707484,0,0,0
442,trade,,1,0,0,54352.89115646259,0,1,0
443,manufacturing,"financial, secretarial and administrative",0,0,0,30490.6462585034,1,1,0
444,construction,construction trades,1,0,0,92797.61904761904,0,0,0
445,health care and social assistance,"technical, assisting and related in health",1,1,0,34467.68707482993,1,1,0
446,manufacturing,other trades,0,0,0,34467.68707482993,0,0,0
447,"business, building and other support services","financial, secretarial and administrative",0,0,0,53027.21088435374,0,1,0
448,manufacturing,"labourer in processing, manufacturing and utilities",0,0,0,46398.80952380953,0,1,0
449,public administration,middle management,1,1,0,125939.62585034016,0,1,0
450,transportation and warehousing,clerical and supervisor occupations,1,1,1,46398.80952380953,0,1,1
451,manufacturing,other trades,0,0,0,55678.57142857144,0,0,0
452,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,1,79540.81632653062,0,1,0
453,health care and social assistance,"occupations in social science, government service and religion",0,1,0,51701.5306122449,0,0,0
454,manufacturing,middle management,0,0,0,145824.8299319728,0,0,0
455,"professional, scientific and technical services",professional in business and finance,0,0,0,34467.68707482993,0,1,0
456,"information, culture and recreation",professional in business and finance,0,1,0,86169.21768707484,0,1,0
457,public administration,,1,1,0,92797.61904761904,0,1,0
458,manufacturing,other trades,0,0,0,59655.61224489796,0,0,0
459,trade,"retail salespersons, sales clerks, cashiers",0,0,1,47724.48979591837,0,1,0
460,construction,,0,0,0,43747.44897959184,0,0,0
461,public administration,middle management,0,1,0,172338.43537414967,0,0,0
462,transportation and warehousing,clerical and supervisor occupations,1,1,0,82855.01700680272,0,0,0
463,trade,"financial, secretarial and administrative",0,0,0,63632.65306122449,0,1,0
464,public administration,natural and applied sciences,1,1,0,86169.21768707484,0,0,0
465,educational services,teachers and professors,0,0,0,17233.843537414967,0,1,0
466,educational services,teachers and professors,1,1,0,102740.22108843538,0,1,0
467,public administration,natural and applied sciences,1,1,0,92797.61904761904,0,0,0
468,health care and social assistance,"occupations in social science, government service and religion",1,0,1,60981.292517006805,0,1,0
469,health care and social assistance,"technical, assisting and related in health",1,0,0,27839.28571428572,1,1,0
470,manufacturing,"financial, secretarial and administrative",0,0,0,53027.21088435374,0,1,0
471,public administration,natural and applied sciences,1,1,0,109368.6224489796,0,0,0
472,trade,"retail salespersons, sales clerks, cashiers",0,0,0,27839.28571428572,0,1,0
473,manufacturing,other trades,1,0,0,145824.8299319728,0,0,0
474,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,0,0,99426.02040816328,0,0,0
475,"business, building and other support services","wholesale, technical, insurance, real estate sales specialists",0,0,0,38444.727891156464,0,0,0
476,educational services,clerical and supervisor occupations,0,0,0,39770.40816326531,0,1,0
477,public administration,"financial, secretarial and administrative",1,1,0,96111.81972789115,0,1,0
478,public administration,clerical and supervisor occupations,1,1,0,51701.5306122449,0,0,0
479,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,33142.00680272109,0,1,0
480,transportation and warehousing,middle management,0,0,0,192223.6394557823,0,0,0
481,"finance, insurance, real estate and leasing",natural and applied sciences,0,0,0,132568.02721088435,0,0,0
482,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,109368.6224489796,0,0,0
483,educational services,teachers and professors,0,0,0,79540.81632653062,0,0,0
484,"information, culture and recreation",natural and applied sciences,0,1,0,92797.61904761904,0,0,0
485,"professional, scientific and technical services","retail salespersons, sales clerks, cashiers",0,0,1,79540.81632653062,0,0,1
486,educational services,teachers and professors,1,1,0,53027.21088435374,1,1,0
487,"finance, insurance, real estate and leasing",middle management,0,0,0,152453.231292517,0,0,0
488,trade,"retail salespersons, sales clerks, cashiers",0,0,1,18559.52380952381,1,1,0
489,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,1,38444.727891156464,0,1,0
