year,lfs,exp,salary,weight,age,ftpt,edu,sex,industry,occup,self_emp,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,union,student_status,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,public_sector,multiple_jobs,firm_size,loc_size,tenure,edu_level
2010,employed all year,22.0,55678.571428571435,90.9158,48.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation","occupations in art, culture, recreation and sport",1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,258.0,4
2010,employed all year,10.0,42421.768707482996,287.6582,40.0,full-time,non-university postsecondary certificate,1,health care and social assistance,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,51.0,4
2010,employed all year,5.0,66284.01360544217,271.2837,35.0,full-time,non-university postsecondary certificate,1,health care and social assistance,middle management,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1000.0,33.0,4
2010,employed all year,9.0,69598.21428571429,1122.2392,30.0,full-time,bachelor's degree,1,health care and social assistance,middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,35.0,5
2010,employed all year,28.0,152453.231292517,125.959,55.0,full-time,university certificate above bachelor,1,public administration,middle management,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,500.0,337.0,6
2010,employed all year,5.0,66284.01360544217,773.7864,26.0,full-time,bachelor's degree,0,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,24.0,5
2010,employed all year,1.0,11268.28231292517,364.4386,31.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation","chefs and cooks, food and beverage service",0,1,1,1,0,0,1,0,0,0,0,1,0,20.0,20.0,23.0,4
2010,employed all year,32.0,31816.326530612245,652.119,52.0,part-time,some non-university postsecondary (no certificate),1,health care and social assistance,clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,1,0,100.0,100.0,50.0,3
2010,employed all year,37.0,57004.251700680274,185.1494,53.0,full-time,graduated high school,0,trade,transport and equipment operators,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,29.0,3
2010,employed all year,36.0,25187.92517006803,47.1259,60.0,full-time,9-10 years of elementary and secondary school,1,trade,"occupations in art, culture, recreation and sport",0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,108.0,2
2010,employed all year,13.0,112682.8231292517,819.3226,36.0,full-time,bachelor's degree,1,other services,"occupations in art, culture, recreation and sport",0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,100.0,82.0,5
2010,employed all year,2.0,60981.292517006805,70.4526,50.0,full-time,bachelor's degree,0,"information, culture and recreation",clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1000.0,24.0,5
2010,employed all year,14.0,82855.01700680272,490.514,34.0,full-time,bachelor's degree,0,public administration,occupation in protective services,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,1.0,98.0,5
2010,employed all year,23.0,62306.97278911565,378.3785,56.0,full-time,graduated high school,1,transportation and warehousing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,243.0,3
2010,employed all year,29.0,62969.812925170074,501.4708,54.0,full-time,bachelor's degree,1,health care and social assistance,"financial, secretarial and administrative",0,1,1,0,1,0,0,0,0,0,0,1,0,20.0,20.0,18.0,5
2010,employed all year,30.0,102740.22108843538,696.8635,48.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing","retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,33.0,4
2010,employed all year,3.0,15245.323129251701,337.3041,22.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,25.0,2
2010,employed all year,11.0,20548.044217687075,244.9683,38.0,full-time,university certificate below bachelor,0,trade,"wholesale, technical, insurance, real estate sales specialists",1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,31.0,4
2010,employed all year,26.0,79540.81632653062,185.2967,54.0,full-time,bachelor's degree,0,"finance, insurance, real estate and leasing",professional in business and finance,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,260.0,5
2010,employed all year,35.0,50375.85034013606,200.1778,60.0,full-time,some university (no certificate),0,trade,"wholesale, technical, insurance, real estate sales specialists",0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,20.0,444.0,3
2010,employed all year,28.0,72912.4149659864,153.1701,67.0,full-time,bachelor's degree,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,1,0,1,0,0,0,0,1,1,100.0,100.0,87.0,5
2010,employed all year,19.0,33142.00680272109,205.0135,36.0,full-time,9-10 years of elementary and secondary school,0,trade,"trades helpers, construction, and transportation labourers",0,1,0,0,0,0,0,0,0,0,0,0,1,1000.0,20.0,8.0,2
2010,employed all year,23.0,76226.6156462585,161.1926,48.0,full-time,non-university postsecondary certificate,0,trade,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,216.0,4
2010,employed all year,24.0,62306.97278911565,128.9339,57.0,full-time,university certificate below bachelor,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,0,0,0,0,0,1,0,1.0,1.0,7.0,4
2010,employed all year,22.0,45073.12925170068,120.8428,48.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,100.0,108.0,4
2010,employed all year,1.0,5435.289115646258,170.6716,25.0,part-time,some university (no certificate),1,"information, culture and recreation",,0,1,1,0,0,0,0,1,0,0,0,0,1,1.0,1.0,7.0,3
2010,employed all year,2.0,33142.00680272109,1765.0724,21.0,full-time,some non-university postsecondary (no certificate),0,construction,construction trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,40.0,3
2010,"employed part-year, unemployed part-year",17.0,72912.4149659864,1039.4736,39.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1000.0,6.0,4
2010,employed all year,34.0,53027.21088435374,222.3255,53.0,full-time,non-university postsecondary certificate,0,construction,other trades,0,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,352.0,4
2010,employed all year,12.0,55678.571428571435,611.0714,48.0,full-time,graduated high school,1,manufacturing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,151.0,3
2010,employed all year,4.0,79540.81632653062,6279.6507,26.0,full-time,bachelor's degree,0,"business, building and other support services",,0,1,1,0,1,0,0,0,0,0,0,0,1,1000.0,100.0,55.0,5
2010,employed all year,30.0,122625.42517006803,1032.3801,55.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,100.0,240.0,6
2010,employed all year,38.0,39770.40816326531,1066.3459,58.0,part-time,non-university postsecondary certificate,0,"information, culture and recreation",other trades,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,27.0,4
2010,employed all year,34.0,132568.02721088435,1655.8432,55.0,full-time,non-university postsecondary certificate,0,manufacturing,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,67.0,4
2010,employed all year,1.0,7954.081632653061,6809.3982,22.0,full-time,some university (no certificate),0,"information, culture and recreation",,0,1,1,0,0,0,0,1,0,0,0,0,0,20.0,20.0,9.0,3
2010,employed all year,19.0,89483.41836734694,2028.4535,44.0,full-time,some university (no certificate),1,health care and social assistance,middle management,0,1,1,0,0,0,1,1,0,0,0,1,0,1000.0,1.0,31.0,3
2010,employed all year,35.0,86169.21768707484,1341.8239,53.0,full-time,graduated high school,0,manufacturing,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,42.0,3
2010,employed all year,22.0,212108.84353741497,1684.5109,42.0,full-time,university certificate above bachelor,0,"information, culture and recreation",professional in business and finance,0,1,1,0,1,1,0,0,0,0,0,0,0,1000.0,1000.0,140.0,6
2010,employed all year,27.0,60981.292517006805,1898.9411,49.0,full-time,non-university postsecondary certificate,1,"professional, scientific and technical services","financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,107.0,4
2010,employed all year,25.0,29164.96598639456,409.8741,53.0,full-time,non-university postsecondary certificate,0,trade,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,43.0,4
2010,employed all year,19.0,139196.42857142858,636.5874,40.0,full-time,graduated high school,0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,12.0,3
2010,employed all year,31.0,106054.42176870749,256.1808,47.0,full-time,non-university postsecondary certificate,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,36.0,4
2010,employed all year,19.0,66284.01360544217,439.4523,39.0,full-time,non-university postsecondary certificate,0,manufacturing,natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,220.0,4
2010,employed all year,27.0,132568.02721088435,293.6259,50.0,full-time,bachelor's degree,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,500.0,500.0,204.0,5
2010,employed all year,5.0,42421.768707482996,918.883,30.0,full-time,bachelor's degree,1,manufacturing,clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,55.0,5
2010,employed all year,0.0,49050.17006802721,433.7403,40.0,part-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,134.0,4
2010,employed all year,15.0,16571.003401360544,338.4418,51.0,part-time,9-10 years of elementary and secondary school,1,trade,"retail salespersons, sales clerks, cashiers",0,1,0,0,0,0,1,0,0,0,0,0,0,1000.0,100.0,51.0,2
2010,"employed part-year, unemployed part-year",32.0,23862.244897959186,300.1359,54.0,full-time,11-13 years of elementary and secondary school (not graduated),0,manufacturing,"trades helpers, construction, and transportation labourers",0,1,0,0,0,0,0,0,0,0,0,0,0,500.0,20.0,3.0,2
2010,employed all year,14.0,51701.530612244904,277.9895,57.0,full-time,graduated high school,0,utilities,"trades helpers, construction, and transportation labourers",0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,20.0,12.0,3
2010,employed all year,17.0,82855.01700680272,517.878,36.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,20.0,20.0,120.0,4
2010,employed all year,13.0,109368.6224489796,121.5325,39.0,full-time,bachelor's degree,0,public administration,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,1,0,20.0,20.0,255.0,5
2010,employed all year,20.0,34467.68707482993,818.4073,48.0,full-time,non-university postsecondary certificate,1,"professional, scientific and technical services","financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,159.0,4
2010,employed all year,9.0,45073.12925170068,1864.7235,31.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,99.0,4
2010,employed all year,26.0,106054.42176870749,980.0206,59.0,full-time,non-university postsecondary certificate,1,manufacturing,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,1.0,174.0,4
2010,"employed part-year, unemployed part-year",15.0,79540.81632653062,195.3204,45.0,full-time,non-university postsecondary certificate,0,"forestry, fishing, mining, oil and gas",natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,7.0,4
2010,employed all year,12.0,99426.02040816327,82.8676,52.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,177.0,4
2010,employed all year,22.0,152453.231292517,307.3334,48.0,full-time,non-university postsecondary certificate,0,public administration,occupation in protective services,0,1,1,1,0,0,1,0,0,0,0,1,0,500.0,500.0,257.0,4
2010,employed all year,0.0,15908.163265306122,224.5542,17.0,part-time,11-13 years of elementary and secondary school (not graduated),1,health care and social assistance,clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,16.0,2
2010,employed all year,10.0,96111.81972789115,423.4076,32.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,500.0,1.0,52.0,6
2010,employed all year,32.0,178966.83673469388,161.1875,54.0,full-time,bachelor's degree,0,,natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1000.0,269.0,5
2010,employed all year,3.0,79540.81632653062,1206.2587,27.0,full-time,university certificate above bachelor,1,health care and social assistance,professional in health,0,1,1,0,1,1,0,0,0,0,0,0,0,500.0,20.0,25.0,6
2010,employed all year,31.0,76226.6156462585,527.1585,51.0,full-time,bachelor's degree,1,"professional, scientific and technical services",professional in business and finance,0,1,1,0,1,0,0,0,0,0,0,0,1,1.0,1.0,129.0,5
2010,employed all year,1.0,41096.08843537415,721.1437,23.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,"trades helpers, construction, and transportation labourers",0,1,0,0,0,0,1,0,0,0,0,0,0,1000.0,500.0,24.0,2
2010,employed all year,7.0,89483.41836734694,768.8459,26.0,full-time,graduated high school,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,0,0,0,0,0,0,0,0,0,500.0,500.0,48.0,3
2010,employed all year,20.0,172338.43537414967,176.3162,41.0,full-time,non-university postsecondary certificate,0,public administration,,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,24.0,4
2010,employed all year,5.0,89483.41836734694,1043.2956,30.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,24.0,5
2010,employed all year,5.0,119311.22448979592,291.2445,34.0,full-time,university certificate above bachelor,1,educational services,teachers and professors,0,1,1,0,1,1,0,1,0,0,0,1,1,1000.0,1000.0,44.0,6
2010,employed all year,0.0,76226.6156462585,1116.0787,30.0,full-time,bachelor's degree,0,"finance, insurance, real estate and leasing",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,500.0,16.0,5
2010,employed all year,26.0,43747.44897959184,334.6095,47.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,240.0,4
2010,employed all year,34.0,66284.01360544217,585.6023,52.0,full-time,non-university postsecondary certificate,1,public administration,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,100.0,51.0,4
2010,employed all year,9.0,51701.530612244904,752.009,29.0,full-time,some non-university postsecondary (no certificate),0,construction,construction trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,20.0,3
2010,employed all year,36.0,35793.36734693878,414.3463,58.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,transport and equipment operators,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,40.0,2
2010,employed all year,3.0,21210.884353741498,422.0285,23.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,25.0,2
2010,employed all year,31.0,106054.42176870749,402.2001,52.0,full-time,bachelor's degree,1,health care and social assistance,professional in health,0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,348.0,5
2010,employed all year,18.0,112682.8231292517,479.4799,33.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,transport and equipment operators,0,1,1,1,0,0,1,0,0,0,0,0,1,20.0,20.0,52.0,4
2010,employed all year,24.0,41096.08843537415,201.9816,42.0,full-time,graduated high school,0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,31.0,3
2010,employed all year,20.0,50375.85034013606,225.9754,37.0,full-time,11-13 years of elementary and secondary school (not graduated),0,manufacturing,clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,36.0,2
2010,employed all year,40.0,46398.80952380953,281.1645,58.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing",middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,1.0,80.0,4
2010,employed all year,33.0,60981.292517006805,258.4381,51.0,full-time,non-university postsecondary certificate,1,health care and social assistance,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,100.0,100.0,392.0,4
2010,employed all year,27.0,17233.843537414967,1014.4882,48.0,part-time,non-university postsecondary certificate,1,other services,"chefs and cooks, food and beverage service",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,199.0,4
